code,name
3245,ディア・ライフ
1722,MISAWA
9899,ジョリーパスタ
8138,三京化成
9059,カンダ
2721,J-JHD
7446,J-東北化学
3844,コムチュア
6151,日東工器
6471,日本精工
8558,東和銀
6419,マースエンジ
6161,M-エスティック
6801,東光
5903,J-SHINPO
5803,フジクラ
5367,ニッカトー
4583,M-カイオム
4547,キッセイ薬
4341,西菱電機
3433,トーカロ
2371,カカクコム
2816,ダイショー
9682,DTS
4626,太陽HD
6163,J-H&F
9768,いであ
5936,洋シヤター
3545,M-デファクト
7615,京都友禅
5491,日本金属
7012,川崎重
4351,J-山田債権
1867,植木組
6715,ナカヨ
3003,ヒューリック
4924,シーズHD
9107,川崎船
7747,アサヒインテック
9104,商船三井
7862,トッパンフォー
5929,三和HD
1971,中央ビルト
4616,川上塗料
2796,ファーマライズHD
5202,板硝子
8059,第一実業
3104,富士紡HD
9370,郵船ロジ
9991,ジェコス
8877,エスリード
8281,ゼビオHD
8274,東武ストア
4687,TDCソフト
9324,安田倉
5194,相模ゴム
6994,指月電
5851,リョービ
9843,ニトリHD
5464,モリ工業
6996,ニチコン
5440,共英製鋼
4568,第一三共
4617,中国塗料
2330,J-フォーサイド
3041,M-ビ花壇
9133,J-東栄リーファ
6912,J-菊水電子
9887,松屋フーズ
9720,J-ニューグランド
9311,アサガミ
4189,KHネオケム
6184,M-鎌倉新書
9119,飯野海
8388,阿波銀
1599,大和JPX日経400
8343,秋田銀
7517,黒田電
6144,西部電機
5703,日軽金HD
1853,森組
4762,XNET
4471,三洋化成
3512,日フエルト
2002,日清粉G
2267,ヤクルト
2053,中部飼料
9748,エヌジェーケー
1310,ETF・コア30
6249,J-GCジョイコHD
8369,京都銀
8096,兼松エレク
7475,アルビス
3936,M-グローバルウェイ
8803,平和不
2047,インドベアETN
6408,J-小倉クラッチ
3434,アルファCo
6325,タカキタ
7426,J-山大
6268,ナブテスコ
3666,テクノスジャパン
2109,三井製糖
1835,東鉄工
9760,進学会
4970,J-東洋合成
6166,M-中村超硬
4615,神東塗料
5959,岡部
6924,岩崎電
6059,ウチヤマHD
7943,ニチハ
2301,学情
6736,J-サン電子
7150,島根銀行
2433,博報堂DY
9919,関西スーパ
4553,東和薬品
3952,中央紙器
9882,イエローハット
5332,TOTO
9866,マルキョウ
9795,ステップ
3641,J-パピレス
3182,M-オイシックス
9761,東海リース
9715,トランスコスモス
4006,チッソ
9608,J-福山コンサル
9511,沖縄電力
9001,東武
9509,北海電力
6113,アマダHD
9422,コネクシオ
9201,JAL
9021,JR西
1393,UBS米国株
8554,南日本銀
9009,京成
8729,ソニーFH
8325,北越銀
8283,PALTAC
8132,シナネンHD
7516,コーナン商
3695,M-GMOリサーチ
8084,菱電商
8247,大和
8005,スクロール
7942,JSP
7939,J-研創
7920,三浦印
3935,M-エディア
7646,PLANT
7600,MDM
4629,J-大伸化学
3461,M-パルマ
7596,魚力
6195,M-ホープ
7559,J-GFC
4287,J-ジャストプラ
2169,CDS
1645,ダイワ運輸
6265,J-妙徳
7313,TSテック
7296,FCC
7267,ホンダ
7218,J-田中精密
2307,J-クロスキャット
4739,CTC
7173,東京TYFG
3417,J-大木ヘルスケア
2353,日駐
7205,日野自
7616,コロワイド
6981,村田製
6971,京セラ
8081,カナデン
6960,J-フクダ電子
3733,J-ソフトウェアS
6923,スタンレー電
6826,本多通信
4316,J-ビーマップ
6724,エプソン
6702,富士通
6624,田淵電機
1928,積水ハウス
6484,J-KVK
8200,リンガーハット
6302,住友重
2417,ツヴァイ
6301,コマツ
6659,J-メディアGL
6257,J-藤商事
7482,シモジマ
6104,東芝機
9842,アークランド
6088,M-シグマクシス
6080,M&Aキャピタル
7780,メニコン
2902,太陽化
5906,J-エムケー精工
3569,セーレン
5816,オーナンバ
2412,ベネ・ワン
5727,邦チタニウム
5724,J-アサカ理研
2345,システクアイ
5658,日亜鋼
3091,ブロンコB
8058,三菱商事
5285,J-ヤマックス
8801,三井不
7256,河西工
2875,東洋水産
5261,リソル
9755,応用地質
5012,東燃ゼネ
9416,M-ビジョン
4769,J-インフォクリエ
6364,北越工
4718,早稲アカ
7782,M-シンシア
6284,ASB機械
7277,TBK
3845,J-アイフリーク
4695,マイスター
8253,クレセゾン
9508,九州電力
4539,日ケミファ
4410,ハリマ化成G
4318,クイック
3106,クラボウ
8769,J-ARM
8410,セブン銀行
4091,大陽日酸
4237,J-フジプレアム
3849,A-NTL
9749,富士ソフト
3779,J-J・エスコムHD
6174,P-デンタス
4664,J-アールエスシー
8541,愛媛銀
3744,サイオス
1802,大林組
3686,M-DLE
3460,R-シニアリビング
3513,イチカワ
3388,明治電機
3166,OCHI・HD
7864,フジシール
7774,J-J・TEC
6382,トリニ工
3375,J-ZOA
6473,ジェイテクト
8927,J-明豊エンター
4640,J-アンドール
8923,トーセイ
3231,野村不HD
2908,フジッコ
6138,ダイジェット
4722,フューチャー
8073,J-MAGネットHD
6381,アネスト岩田
4342,セコム上
2804,ブルソース
2533,オエノンHD
9022,JR東海
2373,J-ケア21
2340,J-極楽湯HD
3277,サンセイランディック
3396,フェリシモ
3230,スター・マイカ
2148,M-ITM
8355,静岡銀
2127,日本M&A
1941,中電工
1906,J-細田工務
6490,日ピラ工
1514,住石HD
3098,ココカラファイン
6454,マックス
4044,セ硝子
7268,J-タツミ
9502,中部電力
6222,島精機
3771,J-システムリサーチ
2376,サイネックス
7220,武蔵精密
5282,ジオスター
3640,電算
6412,平和
2130,メンバーズ
9534,北海瓦斯
7816,スノーピーク
3817,SRAHD
9478,J-SE H&I
9353,桜島埠頭
8572,アコム
8341,七十七銀
3810,M-サイバーS
8543,みなと銀
8035,東エレク
3125,新内外綿
7961,兼松日産
1332,日水
2485,ティア
7896,セブン工
6502,東芝
7709,クボテック
8275,フォーバル
7297,J-カーメイト
4838,J-Sシャワー
3634,M-ソケッツ
4926,シーボン
6915,千代インテ
4990,昭和化
7527,システムソフト
7022,サノヤスHD
6914,オプテックスグループ
3076,あいHD
5105,洋ゴム
4114,日触媒
6785,鈴木
6370,栗田工
1467,JPX日経400ブル
5928,アルメタックス
5603,虹技
4644,J-イマジニア
2008,増田製粉所
3226,R-アコモF
4239,J-ポラテクノ
6542,J-FCHD
4151,協和キリン
9600,アイネット
4569,キョーリンHD
3762,テクマト
3556,M-リネットジャパン
3623,M-BS
4299,ハイマックス
3598,山喜
6763,帝通工
3352,J-バッファロー
9719,SCSK
3326,J-ランシステム
2531,宝HLD
4095,日パーカライ
6167,冨士ダイス
2352,M-エイジア
1987,ソルコム
5714,DOWA
8544,京葉銀
6375,日コンベヤ
6867,J-リーダ電子
1976,明星工業
9421,J-エヌジェイHD
7259,アイシン精機
5333,日本ガイシ
9828,元気寿司
9658,ビジ太田昭和
3577,東海染工
9628,燦HD
1324,RTS連動型投信
8152,ソマール
7981,タカラスタン
1487,上場米債ヘッジあり
9366,サンリツ
8920,東祥
8851,アーバンライフ
9404,日テレHD
2152,J-幼児活動研究会
8308,りそなHD
7240,NOK
8070,東京産
8052,椿本興
6200,M-インソース
2772,ゲンキー
7224,新明和工
6899,ASTI
9064,ヤマトHD
6737,EIZO
8209,フレンドリー
6629,J-テクノホライゾン
6493,日鍛バル
4849,J-エン・ジャパン
4506,大日住薬
7524,マルシェ
6460,セガサミーHD
1632,金融
9060,J-日ロジテム
7965,象印マホービン
5985,サンコール
7414,小野建
5480,冶金工
5185,フコク
7949,小松ウオール
6504,富士電機
5232,住友大阪
9685,J-KYCOM
4957,ヤスハラケミ
9723,京都ホテル
4828,東洋BENG
2338,ファステップス
4827,Q-BワンHD
4771,J-エフアンドエム
3960,M-バリューデザイン
4552,JCRファーマ
4526,理研ビタミン
4290,PI
7265,J-エイケン工業
4216,旭有機材
6744,能美防災
3661,エムアップ
6875,メガチップス
3190,J-ホットマン
4080,J-田中化研
6751,日無線
3835,J-eBASE
3738,ティーガイア
3648,AGS
1360,ダブルインバース日経
3318,J-メガネスーパ
2892,日食化
9624,長大
2782,J-セリア
2597,ユニカフェ
6157,J-日進工具
8062,三国商事
2491,Vコマース
9698,J-クレオ
9115,明治海
2410,キャリアDC
3237,M-イントランス
2183,リニカル
1950,日本電設
1948,弘電社
8030,中央魚
8860,フジ住宅
9829,J-ながの東
5334,日特殊陶
3028,アルペン
9082,大和自交
2151,タケエイ
8160,木曽路
9960,J-東テク
9513,Jパワー
9020,JR東
9049,京福電鉄
8270,ユニーGHD
7732,トプコン
5901,洋缶HD
7727,オーバル
6663,J-太洋工業
8065,佐藤商
6533,M-DigitalI
5970,ジーテクト
7867,タカラトミー
7539,J-アイナボHD
5921,川岸工
9930,北沢産業
4658,日本空調
3313,ブックオフ
2815,アリアケ
3194,キリン堂HD
9368,キムラユニティー
5807,東特電線
4554,富士製薬
2229,カルビー
4685,J-菱友システム
6063,J-EAJ
4112,保土谷化
5010,日精蝋
2163,J-アルトナー
4716,日本オラクル
3075,J-銚子丸
9437,NTTドコモ
8342,青森銀
4709,ID
1352,ホウスイ
6976,太陽誘電
5196,鬼怒ゴム
5987,J-オーネックス
7284,盟和産
4962,互応化学工業
2737,トーメンデバ
7571,J-ヤマノHD
7839,SHOEI
3275,J-ハウスコム
4215,タキロン
4995,サンケイ化
8344,山形銀
5481,山陽特鋼
6472,NTN
7477,J-ムラキ
1578,上場225M
1983,東芝プラ
3154,J-メディアスHD
8040,東ソワール
3681,ブイキューブ
3086,Jフロント
9759,NSD
6347,J-プラコー
1969,高砂熱
6945,富フロンテック
7606,Uアローズ
2315,J-SJI
1436,M-フィット
5104,日東化工
4550,日水薬
7512,イオン北海
3804,J-システム ディ
6279,瑞光
8252,丸井G
3173,大阪工機
6199,M-セラク
1777,川崎設備
6505,東洋電
9656,グリーンランド
1899,福田組
9037,ハマキョウ
4228,積水化成
6773,パイオニア
4366,ダイトケミクス
6159,J-ミクロン精密
8871,ゴールドクレ
3391,ツルハHD
8242,H2Oリテイル
3932,M-アカツキ
8117,中央自動車工業
3048,ビックカメラ
6973,協栄産
7893,プロネクサス
3955,イムラ封筒
6955,FDK
4355,J-ロングライフHD
6954,ファナック
6634,J-ネクスG
6836,プラット
8798,アドバンスクリエイト
6590,芝浦
1557,SPDR500
6266,J-タツモ
1758,J-太洋基礎
6803,ティアック
1980,ダイダン
9740,CSP
1682,白金先物ETF
6588,東芝テック
6305,日立建機
1984,J-三信建設
2001,日粉
6262,ペガサス
4784,J-GMO-AP
2282,日ハム
8898,J-センチュリー21
5905,日缶
5781,東邦金属
9173,東海船
1972,三晃金
6942,J-ソフィアHD
5612,日鋳鉄管
1481,上場日本経済貢献
9078,エスライン
5401,新日鉄住金
4987,寺岡製
4902,コニカミノルタ
7921,宝印刷
6137,小池酸工
4800,J-オリコン
4082,稀元素
6312,J-フロイント
1575,E-ChinaAMC
4307,NRI
5413,日新製鋼
5644,メタルアート
4063,信越化
3763,J-プロシップ
6841,横河電
4781,日ハウズ
6303,ササクラ
3426,J-アトムリビン
3677,J-システム情報
2128,ノバレーゼ
3308,R-日本ヘルスケア
8248,ニッセンHD
4092,日本化
1979,大気社
6707,サンケン電
1868,三井ホーム
6273,SMC
3176,三洋貿易
2503,キリンHD
3264,J-アスコット
6395,タダノ
2335,キューブシステム
3653,M-モルフォ
6194,M-アトラエ
9684,スクエニHD
9697,カプコン
6623,愛知電
9686,東洋テック
9069,センコー
8967,R-ニホンロジ
8071,東海エレ
8293,ATグループ
1726,Br.HD
8876,リロHLD
3782,M-DDS
3370,J-フジタコーポ
8166,タカキュー
6730,アクセル
6400,J-不二精機
3279,R-API
4980,デクセリアルズ
5953,昭和鉄
2378,ルネサンス
7610,J-テイツー
9303,住友倉
1944,きんでん
8697,JPX
4308,M-Jストリーム
3682,M-エンカレッジ
3393,スターティア
2112,塩水糖
8625,高木証
7510,たけびし
9742,アイネス
9075,福山運
3137,M-ファンデリー
5659,日精線
9679,J-ホウライ
8956,R-プレミア
5381,J-Mipox
8601,大和証G
4516,日本新薬
6346,キクカワ
8550,栃木銀
5268,旭コンクリ
6077,N・フィールド
1648,ダイワ銀行
8066,三谷商
3258,ユニゾHD
1916,日成ビルド
3405,クラレ
7962,キングジム
9974,ベルク
7276,小糸製
9051,J-センコン物流
2437,J-シンワアート
2689,カワニシHD
6861,キーエンス
5363,TYK
9046,神戸電鉄
3356,J-テリロジー
6274,新川
1967,ヤマト
6034,M-MRT
2418,ツカダグローバルHD
2579,コカウエスト
1688,穀物ETF
9799,旭情報
3477,M-フォーライフ
6740,JDI
5355,日坩堝
8254,さいか屋
6581,日立工機
6741,日信号
6332,月島機
8889,J-アパマンショップ
6888,J-アクモス
5204,石塚硝
6023,ダイハツデイ
2922,なとり
3286,M-トラストHD
6866,日置電
6118,アイダ
2925,J-ピックルス
9622,スペース
3099,ミツコシイセタン
2208,ブルボン
5975,東プレ
3814,J-アルファクスFS
1832,北海電工
1909,日本ドライケミカル
3145,マイコロジーT
2683,魚喜
1850,南海辰村建設
6281,J-前田製作
6369,トーヨーカネツ
1553,MXS東海
4751,サイバーエージェント
3276,日本管理
8077,小林産業
6864,J-エヌエフ回路
9065,山九
2218,日糧パン
8411,みずほ
2180,J-サニーサイド
4679,田谷
9764,技研興
6807,航空電子
3671,M-ソフトMAX
3591,ワコールHD
7980,J-重松製作
9375,近鉄エクス
6366,千代化建
3785,M-エイティンク
9969,ショクブン
9928,ミロク情報
3204,トーア紡
6282,オイレス工
8157,都築電気
6217,津田駒工
9507,四国電力
7537,丸文
8700,J-丸八証券
6280,名機製
1369,E-DIAMアセット
2666,J-オートウェーブ
6943,J-NKK
8346,東邦銀
7624,J-NaITO
9629,ピーシーエー
2749,JPHD
3826,SI
4919,ミルボン
7716,J-ナカニシ
5449,大阪製鉄
9318,アジア開発キャピタル
9870,ハナテン
6816,アルパイン
6769,J-ザイン
6349,小森
6297,J-鉱研工業
6016,神戸発動機
7636,J-ハンズマン
3319,GDO
4914,高砂香料
8996,Q-ハウスフリー
4657,J-環境管理
4217,日立化成
1314,上場新興
2045,シンガポールリート
3724,ベリサーブ
7292,村上開明
6315,TOWA
9601,松竹
1960,サンテック
8439,TC-Lease
9788,ナック
1934,ユアテック
3321,ミタチ
5344,MARUWA
8946,J-エイシアンスター
9503,関西電力
1930,北陸電工
6327,J-北川精機
6362,石井鉄
4182,菱瓦斯化
8840,大京
9040,大宝運
1757,クレアHD
8591,オリックス
7970,信越ポリマ
4464,ソフト99
5758,J-FCM
4534,持田薬
2137,A-Hヴェラス
2612,かどや製油
1775,FFE&C
9678,カナモト
3808,オウケイウェイヴ
5280,J-ヨシコン
8175,ベスト電
6944,J-アイレックス
6719,富士通コン
3830,ギガプライズ
6648,J-かわでん
7591,エクセル
6135,牧野フライス
6083,ERI HD
4596,M-窪田製薬HD
1515,日鉄鉱
9176,J-佐渡汽船
8616,東海東京
7717,Vテク
9945,プレナス
8327,西日シ銀
1636,ダイワ建設
7739,キヤノン電子
6455,モリタHD
3793,M-ドリコム
6236,NCHD
6874,J-協立電機
7226,極東開
6758,ソニー
4557,J-医学生物
8076,カノークス
7873,アーク
6035,J-IRJ HD
5990,J-スーパーツール
3969,M-エイトレッド
4099,四国化
3837,J-アドソル
7520,エコス
3896,阿波製紙
2413,エムスリー
3232,三重交通GHD
3034,クオール
3750,セブンシーズ
1405,サーラ住宅
6457,グローリー
7638,J-NEW ART
6819,J-伊豆シャボテンR
3858,J-ユビキタス
6986,双葉電子
6337,J-テセック
7481,尾家産
7466,SPK
2138,J-クルーズ
4336,J-クリエアナブキ
1579,日経レバレッジダブル
9955,J-ヨンキュウ
2882,イートアンド
1734,北弘電社
8973,R-積ハSIレジ
9997,ベルーナ
4989,イハラケミカル
4850,ダウケミカル
7855,J-カーディナル
6946,日アビオ
5279,J-日本興業
5951,ダイニチ工
4293,J-セプテーニHD
1518,三井松島
7229,J-ユタカ技研
5186,ニッタ
7883,J-サンメッセ
8918,ランド
7421,カッパ・クリエイト
4212,積水樹脂
9948,アークス
7859,アルメディオ
6653,正興電
3296,R-日本リート
3070,J-アマガサ
1956,NDS
3320,クロスプラス
6094,M-フリークアウト
5393,ニチアス
9033,広電鉄
8366,滋賀銀
1635,ダイワエネ
8190,ヤマナカ
8750,第一生命HD
7438,コンドーテック
1833,奥村組
4996,クミアイ化
9607,AOI Pro.
6040,M-日本スキー
5214,日電硝
3132,マクニカ富士エレHD
8142,トーホー
1926,ライト工
5918,滝上工
4743,アイティフォー
3249,R-産業ファ
9820,J-MTジェネック
8173,上新電
8559,豊和銀
3408,サカイオーベ
8267,イオン
9301,三菱倉
7976,三菱鉛筆
6999,KOA
1770,J-藤田エンジ
9312,ケイヒン
3087,ドトル日レス
1545,NASDAQ投信
8864,空港施設
1852,浅沼組
2573,北海コカ
7988,ニフコ
4205,日ゼオン
6947,図研
4661,OLC
6488,J-ヨシタケ
7551,J-ウェッズ
2043,アセアン50ETN
1878,大東建
8737,あかつきFG
1942,関電工
8285,三谷産業
9932,杉本商事
4674,クレスコ
9950,J-ハチバン
4577,ダイト
2811,カゴメ
8392,大分銀
7501,J-ティムコ
8133,エネクス
7564,J-ワークマン
4556,J-カイノス
3316,J-東日コンシス
3463,R-いちごホテル
3180,M-Bガレジ
6962,大真空
6916,アイオーデータ
8789,M-フィンテック
1869,名工建
5965,フジマック
3297,J-東武住販
9449,GMO
4033,日東エフシー
6877,OBARA-G
6852,J-テクノ・セブン
2211,不二家
6181,M-パートナーA
8892,日本エスコン
9957,バイテックHD
3221,ヨシックス
7735,スクリン
9412,スカパーJ
9501,東電力HD
9966,藤久
3529,アツギ
6278,ユニオンツール
9017,新潟交通
2468,M-フュトレック
9708,帝国ホテル
3904,M-カヤック
8617,光世証
8551,北日本銀
7915,日写印
4078,堺化学
3938,LINE
8119,J-三栄コーポ
2467,バルクHD
1937,西部電工
2764,ひらまつ
2411,J-ゲンダイAG
6734,J-ニューテック
6862,J-ミナトHD
3077,J-ホリイフード
2686,ジーフット
1381,J-アクシーズ
6082,ライドオンEX
2714,J-プラマテルズ
3775,ガイアックス
6838,J-多摩川HD
1589,iS米国高配当株
8595,ジャフコ
8298,J-ファミリー
8079,正栄食
9982,タキヒヨー
8225,J-タカチホ
7956,ピジョン
9780,J-ハリマビステム
6748,星和電機
7246,プレス工
9130,共栄タンカー
6750,エレコム
9504,中国電力
1590,iS米国リート
5484,J-東北鋼
7545,西松屋チェ
9467,M-アルファポリス
1427,P-ミサワハビタ
9836,J-リーバイス
4291,JIEC
1822,大豊建
8928,穴吹興産
3659,ネクソン
6478,ダイベア
2658,J-ウライ
2175,SMS
4031,片倉コープアグリ
6391,加地テック
9424,日本通信
6878,長野日無
6643,戸上電
8979,R-スターツPR
3419,C-アートグリーン
2150,M-ケアネット
7408,ジャムコ
9039,サカイ引越
4840,J-トライアイズ
3171,J-MV九州
7897,ホクシン
1871,PS三菱
2222,寿スピリッツ
1780,ヤマウラ
2786,サッポロドラッグ
7740,タムロン
3796,M-い生活
5398,日本研紙
6492,岡野バル
3639,ボルテージ
8537,大光銀
4807,旅籠屋
2432,ディーエヌエー
9068,丸全運
2305,スタジオアリス
8230,はせがわ
2425,J-ケアサービス
2216,カンロ
4452,花王
2351,M-ASJ
2883,大冷
1673,銀ETF
6967,新光電工
3664,M-モブキャス
2397,DNAチップ研
3186,ネクステージ
4238,ミライアル
9753,J-IXナレッジ
1605,国際帝石
4514,あすか薬
4754,J-トスネット
3696,M-セレス
2551,マルサンアイ
2778,J-パレモ
1566,上場EM債
6392,ヤマダコーポ
7500,J-西川計測
1919,ヤマダSXL
3673,ブロドリーフ
3756,豆蔵HD
2428,ウェルネット
4825,WNIウェザー
4581,大正薬HD
3299,M-ムゲンエステート
1420,サンヨーH
7844,マーベラス
4118,カネカ
9535,広島ガス
4623,アサヒペン
8251,パルコ
3024,J-クリエイト
7932,J-ニッピ
6494,J-NFK-HD
7832,バンナムHD
7931,未来工
7230,日信工業
3864,三菱紙
5729,日精鉱
6617,東光高岳
8181,東天紅
9357,名港海
2268,J-サーティワン
7992,セーラー
9733,J-ナガセ
1584,KODEXサムスン株
6240,ヤマシンフィルタ
5609,日鋳造
4304,J-Eストアー
7856,萩原工業
7299,フジオーゼ
3476,R-投資法人みらい
4243,J-ニックス
8987,R-エクセレント
8976,R-大和OF
3776,J-BBタワー
7833,アイフィスジャパン
8714,池田泉州
4812,ISID
2734,サーラ
1413,桧家HD
7707,M-PSS
9360,鈴与シンワ
3929,M-ソーシャルワイヤ
3727,M-APLIX
6085,M-アーキテクツSJ
8306,三菱UFJ
4045,東亜合
9980,マルコ
7561,ハークスレイ
7269,スズキ
4310,DI
2404,鉄人化計画
7581,サイゼリヤ
3772,M-ウェルス
1893,五洋建
2269,明治HD
3842,J-ネクストジェン
1883,前田道
6652,IDEC
6150,J-タケダ機械
8963,R-INV
2438,M-アスカネット
9532,大瓦斯
6245,ヒラノテクシード
9438,エムティーアイ
3551,ダイニック
2288,丸大食
3536,J-アクサスHD
2599,ジャパンF
8975,R-いちごオフィス
2715,エレマテック
8331,千葉銀
6627,M-テラプロ
6067,M-メディアF
5386,鶴弥
3020,J-アプライド
3689,M-イグニス
3668,コロプラ
7245,大同メタル
8628,松井証
7522,ワタミ
2120,ネクスト
5287,イトーヨーギョー
2388,J-ウェッジHD
2354,安川情報
9734,J-精養軒
9090,丸和運輸機関
8706,極東証券
8025,ツカモト
9385,J-ショーエイコーポ
9989,サンドラッグ
3054,J-ハイパー
4589,M-アキュセラ
7959,オリバー
3751,JAG
6084,M-オウチーノ
6277,ホソカワミクロン
4088,エア・ウォーター
3807,J-フィスコ
8624,いちよし
1803,清水建
1361,iS米国HY債
5486,日立金
7819,SHO-BI
9831,ヤマダ電機
3366,一六堂
1861,熊谷組
8704,J-トレイダーズHD
8006,ユアサフナ
5410,合同鉄
3144,インフォース
4776,CYBOZU
2903,シノブフーズ
7162,J-アストマックス
9027,ロジネットJ
7851,カワセコンピュ
6062,J-チャームケア
2747,J-北雄ラッキー
1399,上場高配当低ボラ
2810,ハウス食G
6111,旭精機
3726,フォーシーズHD
6798,SMK
5423,東製鉄
1719,安藤ハザマ
5448,J-東京鋼鐵
6969,松尾電機
4462,石原ケミカル
7102,日車輌
1961,三機工
5981,東製綱
1464,大和J400ダブル
4666,パーク24
5956,トーソー
1417,ミライトHD
2830,アヲハタ
6072,M-地盤ネットHD
4544,みらかHD
4635,東インキ
3688,VOYAGE
9531,東瓦斯
3422,丸順
8725,MS&AD
4582,J-シンバイオ製薬
2481,J-タウンニュース
2484,J-夢の街創造委員会
3002,グンゼ
8708,アイザワ証
1989,北陸電話工事
8707,岩井コスモ
3361,トーエル
1892,徳倉建
7464,J-セフテック
7532,ドンキホーテHD
9506,東北電力
3442,MIEコーポ
2359,コア
3651,P-トライアンフ
6905,コーセル
1686,メタルETF
8260,井筒屋
8518,アジア投資
6932,遠藤照明
9083,神姫バス
8462,J-FVC
4978,J-リプロセル
7262,ダイハツ工
6136,OSG
3053,M-ペッパー
2375,スリープロ
3698,M-CRI・MW
7612,J-Nuts
9446,J-エスケーアイ
1391,UBSスイス株
1549,上場インド
1548,上場チャイナ
7309,シマノ
6073,アサンテ
1322,上場パンタ
8958,R-グロバル
8473,SBI
3625,J-テックファーム
1639,ダイワ自動
5456,J-朝日工業
2405,FJK
5388,クニミネ工業
5976,ネツレン
8746,J-第一商品
3242,J-アーバネット
5391,A&Aマテリアル
6858,小野測器
8214,AOKI HD
6164,J-太陽工機
3035,J-KTK
4113,田岡化学工業
4335,J-IPS
2445,SRGタカミヤ
2489,M-ADWAYS
6045,M-レントラックス
3263,R-ハウスリート
3068,J-WDI
8036,日立ハイテク
2588,プレミアムウォーター
2461,ファンコミ
3252,日本商業開発
1626,情通サ他
3280,エストラスト
7815,東京ボード工業
9543,静岡ガス
9873,日本KFC
8316,三井住友
2415,J-ヒューマンHD
5110,住友ゴム
1389,UBS英国大型100
1873,日本ハウスHD
9551,メタウォーター
9307,杉村倉庫
1905,J-テノックス
8715,アニコム HD
1437,P-ピースリビング
1570,日経レバETF
6324,J-ハーモニック
2742,ハローズ
6185,M-SMN
3040,J-ソリトン
6078,バリューHR
3185,M-夢展望
7871,フクビ化学工業
8184,島忠
3136,A-エコノス
9066,日新
8893,J-新日建物
2928,A-RIZAP G
1882,東亜道
8511,日証金
9202,ANA
6810,日立マクセル
7769,リズム時
5262,日ヒューム
1945,東京エネシス
3110,日東紡
7161,じもとHD
8527,愛知銀
5342,ジャニス工
3109,シキボウ
8383,鳥取銀
8001,伊藤忠
3184,ICDA・HD
2132,アイレップ
6794,フォスター電
3854,J-アイル
2114,フジ日本
8985,R-JHR
7278,エクセディ
1363,iS米国債七-十年
4023,クレハ
6092,M-エンバイオHD
4958,長谷川香
6074,J-JSS
7908,KIMOTO
1597,MXS Jリート
8848,レオパレス21
2767,フィールズ
6668,アドテック プラズマ
3770,ザッパラス
1392,UBS英国株
1672,E-ETFS
1388,UBS欧州通貨圏小型
1387,UBS欧州通貨圏株
2872,セイヒョー
1649,ダイワ金融
3415,M-STUDIOUS
8150,三信電気
4222,児玉化
6086,M-シンプロメンテ
5726,大阪チタ
8739,J-スパークス G
9787,イオンディライ
3094,J-スーパーV
8170,アデランス
4531,有機薬
7997,くろがね工作所
6882,三社電機製作所
2692,伊藤忠食
7420,佐鳥電機
6095,M-メドピア
4555,沢井薬
9087,J-タカセ
9073,J-京極運輸
4760,J-アルファ
4022,ラサ工
3943,大石産
3669,モバクリ
6755,富士通ゼ
2389,オプトホールディング
7465,J-MV北海道
2931,ユーグレナ
3624,M-アクセルM
3930,M-はてな
1377,サカタのタネ
1390,UBSアジア太平洋株
3627,ネオス
1580,225インバース
6787,J-メイコー
3606,レナウン
7836,J-アビックス
9641,J-サコス
3236,J-プロパスト
8208,J-エンチョー
8508,Jトラスト
6087,アビスト
9889,JBCC HD
2290,米久
2124,JAC
3141,ウエルシアHD
2791,大黒天
6881,キョウデン
3439,J-三ツ知
7434,J-オータケ
3915,M-テラスカイ
1323,南ア40連動投信
4922,コーセー
6941,山一電機
8904,サンヨーナゴヤ
8374,三重銀
6814,古野電気
2048,高配株$ヘッジETN
7298,J-八千代工
1881,NIPPO
4712,J-アドアーズ
7014,名村造船
3384,アークコア
4356,J-応用技術
8137,サンワテクノス
5938,LIXIL G
4971,メック
1946,トーエネック
3941,レンゴー
3907,M-シリコンスタジオ
3823,M-アクロデア
2058,ヒガシマル
3191,ジョイフル本田
3892,J-岡山製紙
4973,高純度化
4564,M-OTS
3057,ゼットン
2493,J-イーサポート
9505,北陸電力
4793,J-BSC
1384,ホクリヨウ
4765,J-モーニングスター
7515,マルヨシセンター
6508,明電舎
6172,M-メタップス
7837,J-アールシーコア
3260,エスポア
7608,SKジャパン
7903,名木材
6985,ユーシン
4777,J-ガーラ
7821,前田工繊
4645,J-市進HD
6840,J-AKIBA
4348,J-インフォコム
6075,M-フォトクリ
7435,J-ナ・デックス
8046,丸藤パイル
1679,NYダウ
7570,橋本総業HD
4951,エステー
5821,平河ヒューテ
3711,J-創通
1407,J-ウエストHD
6641,日新電
8699,J-澤田HD
3292,R-イオンリート
8249,テクノアソシエ
1344,MXSコア30
2325,NJS
8135,ゼット
6027,M-弁護士ドットコム
5991,ニッパツ
4558,J-中京医薬
6319,シンニッタン
6832,アオイ電子
7422,J-東邦レマック
1650,ダイワ不動
6845,アズビル
7963,J-興研
1647,ダイワ小売
6025,C-日本PCサービス
1646,ダイワ商社
6503,三菱電
1644,ダイワ電力
3925,M-DS
6049,M-イトクロ
1640,ダイワ鉄鋼
2326,デジアーツ
7951,ヤマハ
5461,中部鋼鈑
4551,鳥居薬
1634,ダイワ食品
5607,中央可鍛
1465,大和J400ベア
8766,東京海上
7412,アトム
6625,J-JALCO HD
8622,水戸証
